"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1AC-0222","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Sample Size Determination for Bayesian Informative Hypothesis Testing","; Qianrao Fu","","10.33540/1221","10.33540/1221","A1AC-DUP-0018","DUPLICATE","DUPLICATE_OF_A1AC-0018","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0223","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Hypothesis Testing with One Sample","","2014","10.4324/9781315797564-13","10.4324/9781315797564-13","A1AC-DUP-0019","DUPLICATE","DUPLICATE_OF_A1AC-0019","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0224","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Communication Complexity and BDD Lower Bound Techniques","Ingo Wegener","2000","10.1007/978-1-4757-6048-4_49","10.1007/978-1-4757-6048-4_49","A1AC-DUP-0192","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0225","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Multiple quantum hypothesis testing expressions and classical-quantum channel converse bounds","Gonzalo Vazquez-Vilar","2016","10.1109/isit.2016.7541820","10.1109/isit.2016.7541820","A1AC-DUP-0193","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0226","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Hypothesis Testing and One-Sample t Tests","","2012","10.4135/9781071878989.n12","10.4135/9781071878989.n12","A1AC-DUP-0020","DUPLICATE","DUPLICATE_OF_A1AC-0020","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0227","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Hypothesis Testing","","2009","10.1017/cbo9780511806957.004","10.1017/cbo9780511806957.004","A1AC-DUP-0021","DUPLICATE","DUPLICATE_OF_A1AC-0021","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0228","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","Sample Size and Hypothesis Testing","","2023","10.1002/9781119800002.ch14","10.1002/9781119800002.ch14","A1AC-DUP-0022","DUPLICATE","DUPLICATE_OF_A1AC-0022","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0229","PHASE2A1-SEARCH-0016","2026-07-31","Crossref","An invitation to the sample complexity of quantum hypothesis testing","Hao-Chung Cheng; Nilanjana Datta; Nana Liu; Theshani Nuradha; Robert Salzmann; Mark M. Wilde","2025","10.1038/s41534-025-00980-8","10.1038/s41534-025-00980-8","A1AC-DUP-0194","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0016_crossref.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0230","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Hypothesis testing by convex optimization","Alexander Goldenshluger; Anatoli Juditsky; Arkadi Nemirovski","2015","10.1214/15-ejs1054","https://openalex.org/W1742114735","A1AC-DUP-0036","DUPLICATE","DUPLICATE_OF_A1AC-0037","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0231","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Comment on “Hypothesis testing by convex optimization”","Philippe Rigollet","2015","10.1214/15-ejs998","https://openalex.org/W1914459152","A1AC-DUP-0195","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0232","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Hypothesis Testing via Euclidean Separation","Vincent Guigues; Anatoli Juditsky; Arkadi Nemirovski","2017","10.48550/arxiv.1705.07196","https://openalex.org/W4308324060","A1AC-DUP-0196","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","arxiv_1705.07196_source/student_revised_Nov7_2018.tex:192-240 (fixed stationary and semi-stationary problem/risk), 381-491 (Propositions prop1 and OptMajTest), 494-719 (potential tests and Proposition prop133), 1805-1857 (sample-size lower comparison proof)","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Constructive fixed-sample uniform tests for two nonintersecting convex signal sets under sub-spherical noise, including heterogeneous semi-stationary blocks and near-optimal observation counts; assumptions do not cover arbitrary nonlinear induced law families."
"A1AC-0233","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","On sequential hypotheses testing via convex optimization","Anatoli Juditsky; Arkadi Nemirovski","2015","10.1134/s0005117915050070","https://openalex.org/W1517588581","A1AC-DUP-0197","FALSE_POSITIVE","SEQUENTIAL_TESTING_NOT_FIXED_SAMPLE","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0234","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Estimating linear and quadratic forms via indirect observations","Anatoli Juditsky; Arkadi Nemirovski","2020","10.3150/20-bej1200","https://openalex.org/W2560401352","A1AC-DUP-0198","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0235","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Hypothesis testing via Euclidean separation","Vincent Guigues; Anatoli Juditsky; Arkadi Nemirovski","2020","10.1214/19-aihp1022","https://openalex.org/W3037745720","A1AC-DUP-0196","DUPLICATE","DUPLICATE_OF_A1AC-0232","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0236","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Near-optimal recovery of linear and N-convex functions on unions of convex sets","Anatoli Juditsky; Arkadi Nemirovski","2019","10.1093/imaiai/iaz011","https://openalex.org/W2795770388","A1AC-DUP-0199","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0237","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Aggregating estimates by convex optimization","Anatoli Juditsky; Arkadi Nemirovski","2022","10.4171/msl/30","https://openalex.org/W3185690680","A1AC-DUP-0200","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0238","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","A Data-Driven Approach to Robust Hypothesis Testing Using Sinkhorn Uncertainty Sets","Jie Wang; Yao Xie","2022","10.48550/arxiv.2202.04258","https://openalex.org/W4307660236","A1AC-DUP-0201","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0239","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","Bump detection in the presence of dependency: Does it ease or does it load?","Farida Enikeeva; Axel Munk; Markus Pohlmann; Frank Werner","2020","10.3150/20-bej1226","https://openalex.org/W2950844039","A1AC-DUP-0202","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0240","PHASE2A1-SEARCH-0017","2026-07-31","OpenAlex","On minimax detection of localized signals from indirect or correlated data","Markus Pöhlmann","2022","10.53846/goediss-9212","https://openalex.org/W4229007732","A1AC-DUP-0203","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0017_openalex_anchor.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0241","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Sequential Change-Point Detection via Online Convex Optimization","Yang Cao; Liyan Xie; Yao Xie; Huan Xu","2018","10.3390/e20020108","https://openalex.org/W2790191154","A1AC-DUP-0204","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0242","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Minimax Robust Detection: Classic Results and Recent Advances","Michael Faus; Abdelhak M. Zoubir; H. Vincent Poor","2021","10.1109/tsp.2021.3061298","https://openalex.org/W3132712038","A1AC-DUP-0205","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0243","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Robust Hypothesis Testing Using Wasserstein Uncertainty Sets","Rui Gao; Liyan Xie; Yao Xie; Huan Xu","2018","10.48550/arxiv.1805.10611","https://openalex.org/W2803740389","A1AC-DUP-0206","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0244","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","A Data-Driven Approach to Robust Hypothesis Testing Using Sinkhorn Uncertainty Sets","Jie Wang; Yao Xie","2022","10.1109/isit50566.2022.9834367","https://openalex.org/W4221138869","A1AC-DUP-0207","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0245","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Theory of versatile fidelity estimation with confidence","Akshay Seshadri; Martin Ringbauer; Jacob Spainhour; Thomas Monz; Stephen Becker","2024","10.1103/physreva.110.012431","https://openalex.org/W4400494946","A1AC-DUP-0208","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0246","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Constructive minimax classification of discrete observations with arbitrary loss function","Lionel Fillatre","2017","10.1016/j.sigpro.2017.06.020","https://openalex.org/W2646437084","A1AC-DUP-0209","FULL_TEXT_UNAVAILABLE","NO_LEGALLY_ACCESSIBLE_INSPECTABLE_PRIMARY_FULL_TEXT_OBTAINED_IN_BOUNDED_RETRIEVAL","LEVEL_3_DISCOVERY_ONLY","FULL_TEXT_NOT_OBTAINED_OR_NOT_INSPECTABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Potentially relevant foundational source retained without guarantee coding; it cannot support a substantive synthesis conclusion."
"A1AC-0247","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Globally Convergent Gradient Projection Type Algorithms for a Class of Robust Hypothesis Testings","Ting Ma; Enbin Song; Qingjiang Shi","2021","10.1109/tsp.2021.3059097","https://openalex.org/W3132605199","A1AC-DUP-0210","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0248","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Versatile Fidelity Estimation with Confidence","Akshay Seshadri; Martin Ringbauer; Jacob Spainhour; R. Blatt; Thomas Monz; Stephen Becker","2024","10.1103/physrevlett.133.020402","https://openalex.org/W4400491929","A1AC-DUP-0211","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0249","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Change detection via affine and quadratic detectors","Yang Cao; Arkadi Nemirovski; Yao Xie; Vincent Guigues; Anatoli Juditsky","2018","10.1214/17-ejs1373","https://openalex.org/W2964053291","A1AC-DUP-0212","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0250","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Near-Optimal Recovery of Linear and N-Convex Functions on Unions of\n Convex Sets","Anatoli Juditsky; Arkadi Nemirovski","2018","10.48550/arxiv.1804.00355","https://openalex.org/W2962710013","A1AC-DUP-0213","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0251","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Bump detection in heterogeneous Gaussian regression","Farida Enikeeva; Axel Munk; Frank Werner","2017","10.3150/16-bej899","https://openalex.org/W2201169240","A1AC-DUP-0214","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0252","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Hypothesis testing via affine detectors","Anatoli Juditsky; Arkadi Nemirovski","2016","10.1214/16-ejs1170","https://openalex.org/W2336375816","A1AC-DUP-0215","FULL_TEXT_INCLUDED","","LEVEL_1_LOAD_BEARING","AUTHOR_MANUSCRIPT_FULL_TEXT_INSPECTED","arxiv_1604.02576_source/main.tex:367-485 (§3 and Proposition prop1), 486-603 (Propositions prop2, propsubGauss and prop22), 604-714 (multiple hypotheses and Proposition prop3)","NEW_CORPUS_CANDIDATE","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Fixed-prescribed-K affine detectors give uniform exponential-risk bounds for repeated and conditionally heterogeneous observations in regular distribution families; global minimax optimality is not claimed for all families."
"A1AC-0253","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Robust sequential change-point detection by convex optimization","Yang Cao; Yao Xie","2017","10.1109/isit.2017.8006736","https://openalex.org/W2582129910","A1AC-DUP-0216","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0254","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Change Detection via Affine and Quadratic Detectors","Yang Cao; Vincent Guigues; Anatoli Juditsky; Arkadi Nemirovski; Yao Xie","2016","10.48550/arxiv.1608.00524","https://openalex.org/W2504144188","A1AC-DUP-0217","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0255","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Estimating linear and quadratic forms via indirect observations","Anatoli Juditsky; Arkadi Nemirovski","2020","10.3150/20-bej1200","https://openalex.org/W2560401352","A1AC-DUP-0198","DUPLICATE","DUPLICATE_OF_A1AC-0234","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0256","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Hypothesis testing via Euclidean separation","Vincent Guigues; Anatoli Juditsky; Arkadi Nemirovski","2020","10.1214/19-aihp1022","https://openalex.org/W3037745720","A1AC-DUP-0196","DUPLICATE","DUPLICATE_OF_A1AC-0232","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0257","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","On polyhedral estimation of signals via indirect observations","Anatoli Juditsky; Arkadi Nemirovski","2020","10.1214/19-ejs1661","https://openalex.org/W2789722567","A1AC-DUP-0218","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0258","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Hypothesis Testing via Euclidean Separation","Vincent Guigues; Anatoli Juditsky; Arkadi Nemirovski","2017","10.48550/arxiv.1705.07196","https://openalex.org/W2619234391","A1AC-DUP-0196","DUPLICATE","DUPLICATE_OF_A1AC-0232","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0259","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Aggregating estimates by convex optimization","Anatoli Juditsky; Arkadi Nemirovski","2022","10.4171/msl/30","https://openalex.org/W3185690680","A1AC-DUP-0200","DUPLICATE","DUPLICATE_OF_A1AC-0237","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0260","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Discussion of “Hypothesis testing by convex optimization”","Fabienne Comte; Céline Duval; Valentine Genon‐Catalot","2015","10.1214/15-ejs990","https://openalex.org/W1895165988","A1AC-DUP-0219","FALSE_POSITIVE","NO_DIRECT_FOUNDATIONAL_FIXED_SAMPLE_COMPOSITE_TEST_OR_MINIMAX_CONVERSE_RESULT_FOR_GAP_01_OR_GAP_03","LEVEL_3_DISCOVERY_ONLY","NOT_SOUGHT_AFTER_TITLE_METADATA_SCREEN","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Final title/metadata-level false-positive disposition for this bounded A–C workstream; no substantive claim is drawn from the record."
"A1AC-0261","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Near-optimal recovery of linear and N-convex functions on unions of convex sets","Anatoli Juditsky; Arkadi Nemirovski","2019","10.1093/imaiai/iaz011","https://openalex.org/W2795770388","A1AC-DUP-0199","DUPLICATE","DUPLICATE_OF_A1AC-0236","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
"A1AC-0262","PHASE2A1-SEARCH-0018","2026-07-31","OpenAlex","Bump detection in the presence of dependency: Does it ease or does it load?","Farida Enikeeva; Axel Munk; Markus Pohlmann; Frank Werner","2020","10.3150/20-bej1226","https://openalex.org/W2950844039","A1AC-DUP-0202","DUPLICATE","DUPLICATE_OF_A1AC-0239","LEVEL_3_DISCOVERY_ONLY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/AC/PHASE2A1-SEARCH-0018_openalex_forward.json","Duplicate prospective occurrence; the first occurrence carries the evidence decision."
