"workstream_record_id","search_source","query_id","search_date","title","authors","year","doi_or_identifier","source_native_id","citation_anchor","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","raw_result_file","notes"
"DCL0088","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","From genomics to chemical genomics: new developments in KEGG","Minoru Kanehisa","2005","10.1093/nar/gkj102","https://openalex.org/W2165674132","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1093/nar/gkj102","TITLE_ABSTRACT_EXCLUDED","SECONDARY_OR_GENERAL_CONTEXT_WITHOUT_NEW_PRIMARY_MISSPECIFICATION_METHOD","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion."
"DCL0089","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Constraining the metabolic genotype–phenotype relationship using a phylogeny of in silico methods","Nathan E. Lewis; Harish Nagarajan; Bernhard Ø. Palsson","2012","10.1038/nrmicro2737","https://openalex.org/W2082382448","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1038/nrmicro2737","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0090","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Metabolic Fluxes and Metabolic Engineering","Gregory Stephanopoulos","1999","10.1006/mben.1998.0101","https://openalex.org/W2065163714","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1006/mben.1998.0101","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0091","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Bidirectional reaction steps in metabolic networks: II. Flux estimation and statistical analysis","Wolfgang Wiechert; Claudia Siefke; Albert A. de Graaf; Achim Marx","1997","10.1002/(sici)1097-0290(19970705)55:1<118::aid-bit13>3.0.co;2-i","https://openalex.org/W1989845358","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1002/(sici)1097-0290(19970705)55:1<118::aid-bit13>3.0.co;2-i","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0092","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Metabolic flux analysis in mammalian cell culture","Lake‐Ee Quek; Stefanie Dietmair; Jens O. Krömer; Lars K. Nielsen","2009","10.1016/j.ymben.2009.09.002","https://openalex.org/W2075802407","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1016/j.ymben.2009.09.002","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0093","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Dynamic model of CHO cell metabolism","Ryan P. Nolan; Kyongbum Lee","2010","10.1016/j.ymben.2010.09.003","https://openalex.org/W2071646337","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1016/j.ymben.2010.09.003","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0094","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Linear constraint relations in biochemical reaction systems: I. Classification of the calculability and the balanceability of conversion rates","R. T. J. M. van der Heijden; Joseph J. Heijnen; C. Hellinga; B. Romein; K. Ch. A. M. Luyben","1994","10.1002/bit.260430103","https://openalex.org/W2100334725","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1002/bit.260430103","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0095","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Publishing 13C metabolic flux analysis studies: A review and future perspectives","Scott B. Crown; Maciek R. Antoniewicz","2013","10.1016/j.ymben.2013.08.005","https://openalex.org/W2009378698","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1016/j.ymben.2013.08.005","TITLE_ABSTRACT_EXCLUDED","SECONDARY_OR_GENERAL_CONTEXT_WITHOUT_NEW_PRIMARY_MISSPECIFICATION_METHOD","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion."
"DCL0096","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","An algorithm for the reduction of genome-scale metabolic network models to meaningful core models","Philipp Erdrich; Ralf Steuer; Steffen Klamt","2015","10.1186/s12918-015-0191-x","https://openalex.org/W2101981035","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1186/s12918-015-0191-x","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0097","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Updates in Rhea – an expert curated resource of biochemical reactions","Anne Morgat; Thierry Lombardot; Kristian B. Axelsen; Lucila Aimo; Anne Niknejad; Nevila Hyka‐Nouspikel; Elisabeth Coudert; Monica Pozzato; Marco Pagni; Sébastien Moretti; Steven Rosanoff; Joseph Onwubiko; Lydie Bougueleret; Ioannis Xénarios; Nicole Redaschi; Alan Bridge","2016","10.1093/nar/gkw990","https://openalex.org/W2543238710","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1093/nar/gkw990","TITLE_ABSTRACT_EXCLUDED","SECONDARY_OR_GENERAL_CONTEXT_WITHOUT_NEW_PRIMARY_MISSPECIFICATION_METHOD","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion."
"DCL0098","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Application of macroscopic balances to the identification of gross measurement errors","Nam Sun Wang; Gregory Stephanopoulos","1983","10.1002/bit.260250906","https://openalex.org/W2133783666","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1002/bit.260250906","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0099","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Linear constraint relations in biochemical reaction systems: II. Diagnosis and estimation of gross errors","R. T. J. M. van der Heijden; B. Romein; Joseph J. Heijnen; C. Hellinga; K. Ch. A. M. Luyben","1994","10.1002/bit.260430104","https://openalex.org/W2157264112","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1002/bit.260430104","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0100","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Analysis of CHO Cells Metabolic Redistribution in a Glutamate-Based Defined Medium in Continuous Culture","Claudia Altamirano; A. Illanes; Antoni Casablancas; Xavier Gámez; Jordi J. Cairó; C. Godia","2001","10.1021/bp0100981","https://openalex.org/W2061226704","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1021/bp0100981","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0101","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Metabolic Flux Analysis in Systems Biology of Mammalian Cells","Jens Niklas; Elmar Heinzle","2011","10.1007/10_2011_99","https://openalex.org/W1583997234","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1007/10_2011_99","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0102","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Development of a mathematical model for evaluating the dynamics of normal and apoptotic Chinese hamster ovary cells","Saeideh Naderi; Mukesh Meshram; Catherine Wei; Brendan J. McConkey; Brian Ingalls; Hector Budman; Jeno M. Scharer","2011","10.1002/btpr.647","https://openalex.org/W2163754616","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1002/btpr.647","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0103","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Some Notes on Misspecification in Multiple Regressions","Potluri Rao","1971","10.1080/00031305.1971.10477302","https://openalex.org/W2027474258","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1080/00031305.1971.10477302","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0104","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Application of Metabolic Flux Analysis in Metabolic Engineering","Sang Yup Lee; Jong Myoung Park; Tae Yong Kim","2011","10.1016/b978-0-12-385120-8.00004-8","https://openalex.org/W1584375372","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1016/b978-0-12-385120-8.00004-8","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0105","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","20 Bioprocess Engineering","James E. Bailey","1991","10.1016/s0065-2377(08)60167-2","https://openalex.org/W1222146597","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1016/s0065-2377(08)60167-2","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0106","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Heteroskedasticity-Robust Tests in Regressions Directions","Davidson; Mackinnon; Davidson","1985","10.2307/20076563","https://openalex.org/W3125511805","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.2307/20076563","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0107","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Animal Cell Biotechnology","","2013","10.1007/978-1-62703-733-4","https://openalex.org/W4301515466","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1007/978-1-62703-733-4","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0108","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Some Specification Tests for the Linear Regression Model","J. Scott Long; Pravin K. Trivedi","1992","10.1177/0049124192021002003","https://openalex.org/W2056162424","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1177/0049124192021002003","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0109","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Metabolic Flux Estimation in Mammalian Cell Cultures","Chetan T. Goudar; Richard Biener; James M. Piret; Konstantin B. Konstantinov","2013","10.1007/978-1-62703-733-4_13","https://openalex.org/W2429556350","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1007/978-1-62703-733-4_13","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0110","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","RMBNToolbox: random models for biochemical networks","Tommi Aho; Olli‐Pekka Smolander; Jari Niemi; Olli Yli‐Harja","2007","10.1186/1752-0509-1-22","https://openalex.org/W2046154060","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1186/1752-0509-1-22","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0111","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Evaluating differences of metabolic performances: Statistical methods and their application to animal cell cultivations","Oliver Hädicke; Verena Lohr; Yvonne Genzel; Udo Reichl; Steffen Klamt","2013","10.1002/bit.24926","https://openalex.org/W2132177132","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1002/bit.24926","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Adjacent discovery lead only; no full-text or guarantee claim was extracted for Phase 2 synthesis."
"DCL0112","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Identifying model error in metabolic flux analysis – a generalized least squares approach","Stanislav Sokolenko; Marco Quattrociocchi; Marc G. Aucoin","2016","10.1186/s12918-016-0335-7","https://openalex.org/W2519327819","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-P0045","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","P0045","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","The complete source was already included from PHASE2-SEARCH-0104."
"DCL0113","OpenAlex backward citations","PHASE2-SEARCH-0106","2026-07-31","Metabolic Flux Estimation in Mammalian Cell Cultures","Chetan T. Goudar; Richard Biener; James M. Piret; Konstantin B. Konstantinov","2007","10.1007/978-1-59745-399-8_14","https://openalex.org/W4253808107","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.1007/978-1-59745-399-8_14","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_backward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
"DCL0114","OpenAlex backward citation ID","PHASE2-SEARCH-0106","2026-07-31","","","","W6604903323","https://openalex.org/W6604903323","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-W6604903323","AWAITING_VERIFICATION","NA","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_anchor_openalex.json","The anchor lists this reference ID, but the preserved bounded metadata resolution returned no record; no bibliographic or eligibility inference was made."
"DCL0115","OpenAlex forward citations","PHASE2-SEARCH-0106","2026-07-31","Metabolic Checkpoints: Targeting Immunometabolism as a Novel Therapeutic Strategy in Neurologic Diseases","慣斉晟; Bo Wang; Jingming Hou; Rong Hu; Wenyan Li","2026","10.15212/npt-2025-0024","https://openalex.org/W7154623398","10.3390/bioengineering4020048 (W2601725879)","D-CLOSE-10.15212/npt-2025-0024","TITLE_ABSTRACT_EXCLUDED","NO_DIRECT_METHOD_FOR_FORWARD_MODEL_MISSPECIFICATION_OR_ROBUST_DISCRIMINATION","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/D/PHASE2-SEARCH-0106_forward_openalex.json","Prospective title/metadata exclusion; no stronger conclusion was inferred."
