search_source,historical_discovery_provenance_state,historical_query_ids,repair_retrieval_provenance_state,repair_query_ids,repair_rerun_date,provenance_notes,date,title,authors,year,doi_or_identifier,duplicate_group,screening_state,original_eligibility_disposition,exclusion_reason,final_paper_id
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically nonstationary (13)C flux analysis of cyanobacterial isobutyraldehyde production.","Jazmin LJ; Xu Y; Cheah YE; Adebiyi AO; Johnson CH; Young JD","2017","10.1016/j.ymben.2017.05.001","D-28479191","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Rerouting of carbon flux in a glycogen mutant of cyanobacteria assessed via isotopically non-stationary (13) C metabolic flux analysis.","Hendry JI; Prasannan C; Ma F; Möllers KB; Jaiswal D; Digmurti M; Allen DK; Frigaard NU; Dasgupta S; Wangikar PP","2017","10.1002/bit.26350","D-28600876","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","To be certain about the uncertainty: Bayesian statistics for (13) C metabolic flux analysis.","Theorell A; Leweke S; Wiechert W; Nöh K","2017","10.1002/bit.26379","D-28695999","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically Nonstationary Metabolic Flux Analysis (INST-MFA) of Photosynthesis and Photorespiration in Plants.","Ma F; Jazmin LJ; Young JD; Allen DK","2017","10.1007/978-1-4939-7225-8_12","D-28822133","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic adjustment upon repetitive substrate perturbations using dynamic (13)C-tracing in yeast.","Suarez-Mendez CA; Ras C; Wahl SA","2017","10.1186/s12934-017-0778-6","D-28946905","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Rapid in situ (13)C tracing of sucrose utilization in Arabidopsis sink and source leaves.","Dethloff F; Orf I; Kopka J","2017","10.1186/s13007-017-0239-6","D-29075313","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Investigation of useful carbon tracers for (13)C-metabolic flux analysis of Escherichia coli by considering five experimentally determined flux distributions.","Maeda K; Okahashi N; Toya Y; Matsuda F; Shimizu H","2016","10.1016/j.meteno.2016.06.001","D-29142823","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Deciphering cyanobacterial phenotypes for fast photoautotrophic growth via isotopically nonstationary metabolic flux analysis.","Abernathy MH; Yu J; Ma F; Liberton M; Ungerer J; Hollinshead WD; Gopalakrishnan S; He L; Maranas CD; Pakrasi HB; Allen DK; Tang YJ","2017","10.1186/s13068-017-0958-y","D-29177008","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Stage-specific metabolic features of differentiating neurons: Implications for toxicant sensitivity.","Delp J; Gutbier S; Cerff M; Zasada C; Niedenführ S; Zhao L; Smirnova L; Hartung T; Borlinghaus H; Schreiber F; Bergemann J; Gätgens J; Beyss M; Azzouzi S; Waldmann T; Kempa S; Nöh K; Leist M","2018","10.1016/j.taap.2017.12.013","D-29278688","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Interaction of storage carbohydrates and other cyclic fluxes with central metabolism: A quantitative approach by non-stationary (13)C metabolic flux analysis.","Suarez-Mendez CA; Hanemaaijer M; Ten Pierick A; Wolters JC; Heijnen JJ; Wahl SA","2016","10.1016/j.meteno.2016.01.001","D-29468113","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0005","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","The anaplerotic node is essential for the intracellular survival of Mycobacterium tuberculosis.","Basu P; Sandhu N; Bhatt A; Singh A; Balhana R; Gobe I; Crowhurst NA; Mendum TA; Gao L; Ward JL; Beale MH; McFadden J; Beste DJV","2018","10.1074/jbc.ra118.001839","D-29475946","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Predicting the accumulation of storage compounds by Rhodococcus jostii RHA1 in the feast-famine growth cycles using genome-scale flux balance analysis.","Tajparast M; Frigon D","2018","10.1371/journal.pone.0191835","D-29494607","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Isotopically nonstationary metabolic flux analysis (INST-MFA): putting theory into practice.","Cheah YE; Young JD","2018","10.1016/j.copbio.2018.02.013","D-29522915","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Rerouting of Metabolism into Desired Cellular Products by Nutrient Stress: Fluxes Reveal the Selected Pathways in Cyanobacterial Photosynthesis.","Qian X; Zhang Y; Lun DS; Dismukes GC","2018","10.1021/acssynbio.8b00116","D-29617123","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Mass Spectrometry-Based Method to Study Inhibitor-Induced Metabolic Redirection in the Central Metabolism of Cancer Cells.","Araki C; Okahashi N; Maeda K; Shimizu H; Matsuda F","2018","10.5702/massspectrometry.a0067","D-29922569","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic flux analysis in Ashbya gossypii using (13)C-labeled yeast extract: industrial riboflavin production under complex nutrient conditions.","Schwechheimer SK; Becker J; Peyriga L; Portais JC; Wittmann C","2018","10.1186/s12934-018-1003-y","D-30326916","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","A Pareto approach to resolve the conflict between information gain and experimental costs: Multiple-criteria design of carbon labeling experiments.","Nöh K; Niedenführ S; Beyß M; Wiechert W","2018","10.1371/journal.pcbi.1006533","D-30379837","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Dynamic (13)C Labeling of Fast Turnover Metabolites for Analysis of Metabolic Fluxes and Metabolite Channeling.","Abernathy M; Wan N; Shui W; Tang YJ","2019","10.1007/978-1-4939-8757-3_18","D-30421238","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Genome-Scale Fluxome of Synechococcus elongatus UTEX 2973 Using Transient (13)C-Labeling Data.","Hendry JI; Gopalakrishnan S; Ungerer J; Pakrasi HB; Tang YJ; Maranas CD","2019","10.1104/pp.18.01357","D-30552197","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","From nutritional wealth to autophagy: In vivo metabolic dynamics in the cytosol, mitochondrion and shuttles of IgG producing CHO cells.","Junghans L; Teleki A; Wijaya AW; Becker M; Schweikert M; Takors R","2019","10.1016/j.ymben.2019.02.005","D-30930288","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Cyanobacterial carboxysome mutant analysis reveals the influence of enzyme compartmentalization on cellular metabolism and metabolic network rigidity.","Abernathy MH; Czajka JJ; Allen DK; Hill NC; Cameron JC; Tang YJ","2019","10.1016/j.ymben.2019.04.010","D-31029860","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Quantifying Intermediary Metabolism and Lipogenesis in Cultured Mammalian Cells Using Stable Isotope Tracing and Mass Spectrometry.","Cordes T; Metallo CM","2019","10.1007/978-1-4939-9236-2_14","D-31119666","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Reversible jump MCMC for multi-model inference in Metabolic Flux Analysis.","Theorell A; Nöh K","2020","10.1093/bioinformatics/btz500","D-31214716","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","DNA methylation patterns in bladder tumors of African American patients point to distinct alterations in xenobiotic metabolism.","Vantaku V; Amara CS; Piyarathna DWB; Donepudi SR; Ambati CR; Putluri V; Tang W; Rajapakshe K; Estecio MR; Terris MK; Castro PD; Ittmann MM; Williams SB; Lerner SP; Sreekumar A; Bollag R; Coarfa C; Kornberg MD; Lotan Y; Ambs S; Putluri N","2019","10.1093/carcin/bgz128","D-31284295","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Combining isotopically non-stationary metabolic flux analysis with proteomics to unravel the regulation of the Calvin-Benson-Bassham cycle in Synechocystis sp. PCC 6803.","Yu King Hing N; Liang F; Lindblad P; Morgan JA","2019","10.1016/j.ymben.2019.08.014","D-31470115","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","High-resolution (13)C metabolic flux analysis.","Long CP; Antoniewicz MR","2019","10.1038/s41596-019-0204-0","D-31471597","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Bayesian metabolic flux analysis reveals intracellular flux couplings.","Heinonen M; Osmala M; Mannerström H; Wallenius J; Kaski S; Rousu J; Lähdesmäki H","2019","10.1093/bioinformatics/btz315","D-31510676","RETAINED","retained","NA","P0011"
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Moiety modeling framework for deriving moiety abundances from mass spectrometry measured isotopologues.","Jin H; Moseley HNB","2019","10.1186/s12859-019-3096-7","D-31660850","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Quantifying Methane and Methanol Metabolism of ""Methylotuvimicrobium buryatense"" 5GB1C under Substrate Limitation.","He L; Fu Y; Lidstrom ME","2019","10.1128/msystems.00748-19","D-31822604","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","13C-Metabolic Flux Analysis in Developing Flax (Linum usitatissinum L.) Embryos to Understand Storage Lipid Biosynthesis.","Acket S; Degournay A; Rossez Y; Mottelet S; Villon P; Troncoso-Ponce A; Thomasset B","2019","10.3390/metabo10010014","D-31878240","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Modeling Plant Metabolism: From Network Reconstruction to Mechanistic Models.","Clark TJ; Guo L; Morgan J; Schwender J","2020","10.1146/annurev-arplant-050718-100221","D-32017600","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Systematic identification and elimination of flux bottlenecks in the aldehyde production pathway of Synechococcus elongatus PCC 7942.","Cheah YE; Xu Y; Sacco SA; Babele PK; Zheng AO; Johnson CH; Young JD","2020","10.1016/j.ymben.2020.03.007","D-32222320","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002;REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","ScalaFlux: A scalable approach to quantify fluxes in metabolic subnetworks.","Millard P; Schmitt U; Kiefer P; Vorholt JA; Heux S; Portais JC","2020","10.1371/journal.pcbi.1007799","D-32287281","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Sink/Source Balance of Leaves Influences Amino Acid Pools and Their Associated Metabolic Fluxes in Winter Oilseed Rape (Brassica napus L.).","Dellero Y; Heuillet M; Marnet N; Bellvert F; Millard P; Bouchereau A","2020","10.3390/metabo10040150","D-32295054","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001;REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","IsoSearch: An Untargeted and Unbiased Metabolite and Lipid Isotopomer Tracing Strategy from HR-LC-MS/MS Datasets.","Huang H; Yuan M; Seitzer P; Ludwigsen S; Asara JM","2020","10.3390/mps3030054","D-32751454","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","In silico co-factor balance estimation using constraint-based modelling informs metabolic engineering in Escherichia coli.","de Arroyo Garcia L; Jones PR","2020","10.1371/journal.pcbi.1008125","D-32776925","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Hyperpolarized [1-(13)C]pyruvate-to-[1-(13)C]lactate conversion is rate-limited by monocarboxylate transporter-1 in the plasma membrane.","Rao Y; Gammon S; Zacharias NM; Liu T; Salzillo T; Xi Y; Wang J; Bhattacharya P; Piwnica-Worms D","2020","10.1073/pnas.2003537117","D-32839325","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Evaluation of carbon flux and substrate selection through alternate pathways involving the citric acid cycle of the heart by 13C NMR spectroscopy.","Malloy CR; Sherry AD; Jeffrey FM","1988","PMID:3284880","D-3284880","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Autotrophic and mixotrophic metabolism of an anammox bacterium revealed by in vivo (13)C and (2)H metabolic network mapping.","Lawson CE; Nuijten GHL; de Graaf RM; Jacobson TB; Pabst M; Stevenson DM; Jetten MSM; Noguera DR; McMahon KD; Amador-Noguez D; Lücker S","2021","10.1038/s41396-020-00805-w","D-33082573","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Metabolic Flux Analysis-Linking Isotope Labeling and Metabolic Fluxes.","Wang Y; Wondisford FE; Song C; Zhang T; Su X","2020","10.3390/metabo10110447","D-33172051","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Exploring the Use of Gas Chromatography Coupled to Chemical Ionization Mass Spectrometry (GC-CI-MS) for Stable Isotope Labeling in Metabolomics.","Capellades J; Junza A; Samino S; Brunner JS; Schabbauer G; Vinaixa M; Yanes O","2021","10.1021/acs.analchem.0c02998","D-33369389","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Exploring the metabolic fate of propanol in industrial erythromycin-producing strain via (13)C labeling experiments and enhancement of erythromycin production by rational metabolic engineering of Saccharopolyspora erythraea.","Xu F; Ke X; Hong M; Huang M; Chen C; Tian X; Hang H; Chu J","2021","10.1016/j.bbrc.2021.01.024","D-33497965","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","(13)C isotope-based metabolic flux analysis revealing cellular landscape of glucose metabolism in human liver cells exposed to perfluorooctanoic acid.","Zhang R; Chen B; Lin L; Zhang H; Luan T","2021","10.1016/j.scitotenv.2021.145329","D-33515891","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Global coordination of metabolic pathways in Escherichia coli by active and passive regulation.","Kochanowski K; Okano H; Patsalo V; Williamson J; Sauer U; Hwa T","2021","10.15252/msb.202010064","D-33852189","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0001","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","The Leloir Cycle in Glioblastoma: Galactose Scavenging and Metabolic Remodeling.","Sharpe MA; Ijare OB; Baskin DS; Baskin AM; Baskin BN; Pichumani K","2021","10.3390/cancers13081815","D-33920278","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0002","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","In Vivo Estimation of Ketogenesis Using Metabolic Flux Analysis-Technical Aspects and Model Interpretation.","Deja S; Kucejova B; Fu X; Browning JD; Young JD; Burgess S","2021","10.3390/metabo11050279","D-33924948","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","The next phase in the development of 13C isotopically non-stationary metabolic flux analysis.","Wieloch T","2021","10.1093/jxb/erab292","D-34131712","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Analysis of steady-state carbon tracer experiments using akaike information criteria.","Alger JR; Minhajuddin A; Dean Sherry A; Malloy CR","2021","10.1007/s11306-021-01807-1","D-34148138","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","The Metabolic Flux Probe (MFP)-Secreted Protein as a Non-Disruptive Information Carrier for (13)C-Based Metabolic Flux Analysis.","Dusny C; Schmid A","2021","10.3390/ijms22179438","D-34502345","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0004","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Classification and biomarker identification of prostate tissue from TRAMP mice with hyperpolarized (13)C-SIRA.","Frahm AB; Hill D; Katsikis S; Andreassen T; Ardenkjær-Larsen JH; Bathen TF; Moestue SA; Jensen PR; Lerche MH","2021","10.1016/j.talanta.2021.122812","D-34517669","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0006","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Probing Light-Dependent Regulation of the Calvin Cycle Using a Multi-Omics Approach.","Yu King Hing N; Aryal UK; Morgan JA","2021","10.3389/fpls.2021.733122","D-34671374","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
"PubMed","HISTORICAL_PROVENANCE_UNRECOVERABLE","","EXACT_REPAIR_RERUN_MATCH","REPAIR-SEARCH-0003","2026-07-30","Matched by a 2026-07-30 repair rerun; original record-level discovery query was not preserved.","2026-07-30","Computational Framework for Machine-Learning-Enabled (13)C Fluxomics.","Wu C; Yu J; Guarnieri M; Xiong W","2022","10.1021/acssynbio.1c00189","D-34705423","SCREENED_DECISION_UNRECOVERABLE","unrecoverable","NA",""
