"discovery_id","search_id","source","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","notes"
"ROOT-D0093","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Advances on plant–pathogen interactions from molecular toward systems biology perspectives","Rémi Peyraud; Ullrich Dubiella; Adelin Barbacci; Stéphane Genin; Sylvain Raffaele; Dominique Roby","2016","10.1111/tpj.13429","https://openalex.org/W2553667667","ROOT-10.1111/tpj.13429","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0094","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Sustainable Food Waste Management in Anaerobic Digesters: Prediction of the Organic Load Impact by Metagenome-Scale Metabolic Modeling","Esteban Orellana; Guido Zampieri; Nicola Bernardini; Leandro D. Guerrero; Leonardo Erijman; Stefano Campanaro; Laura Treu","2025","10.1021/acs.est.4c11180","https://openalex.org/W4408785999","ROOT-10.1021/acs.est.4c11180","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0095","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Bayesian modeling reveals metabolite‐dependent ultrasensitivity in the cyanobacterial circadian clock","Lu Hong; Danylo Lavrentovich; Archana G. Chavan; Eugene Leypunskiy; Eileen Li; Charles H. Matthews; Andy LiWang; Michael J. Rust; Aaron R. Dinner","2020","10.15252/msb.20199355","https://openalex.org/W3032215097","ROOT-10.15252/msb.20199355","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0096","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","A review on computational systems biology of pathogen–host interactions","Saliha Durmuş; Tunahan Çakır; Arzucan Özgür; Reinhard Guthke","2015","10.3389/fmicb.2015.00235","https://openalex.org/W2035252561","ROOT-10.3389/fmicb.2015.00235","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0097","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","PROTEOMICS","Carmen L. de Hoog; Matthias Mann","2004","10.1146/annurev.genom.4.070802.110305","https://openalex.org/W4252140292","ROOT-10.1146/annurev.genom.4.070802.110305","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0098","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Large regional-scale variation in C3/C4 distribution pattern of Inner Mongolia steppe is revealed by grazer wool carbon isotope composition","K. Auerswald; M. Wittmer; T. T. Männel; Yongfei Bai; Rudi Schäufele; H. Schnyder","2009","10.5194/bg-6-795-2009","https://openalex.org/W2164256204","ROOT-10.5194/bg-6-795-2009","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0099","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Development and application of 13C-labeling techniques: Analyzing the pentose phosphate pathway of Penicillium chrysogenum","Roelco J. Kleijn","2007","https://openalex.org/W2112652891","https://openalex.org/W2112652891","ROOT-https://openalex.org/w2112652891","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0100","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Mechanistic model-driven exometabolomic characterisation of human dopaminergic neuronal metabolism","German Preciat; Agnieszka B. Wegrzyn; Edinson Lucumi Moreno; Cornelius C.W. Willacey; Jennifer Modamio; Fátima Liliana Monteiro; Diana C. El Assal; Alissa Schurink; Miguel A. P. Oliveira; Zhi Zhang; Ben Cousins; Hulda S. Haraldsdóttir; Siham Hachi; Susanne Zach; Germán Leparc; Yin Tat Lee; Bastian Hengerer; Santosh Vempala; Michael A. Saunders; Amy C. Harms; Enrico Glaab; Jens C. Schwamborn; Ines Thiele; Thomas Hankemeier; Ronan M. T. Fleming","2021","10.1101/2021.06.30.450562","https://openalex.org/W3175116923","ROOT-10.1101/2021.06.30.450562","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0101","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Control principles of complex systems","Yang‐Yu Liu; Albert-Ĺaszló Barabási","2016","10.1103/revmodphys.88.035006","https://openalex.org/W1877916171","ROOT-10.1103/revmodphys.88.035006","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0102","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","There's no harm in having too much: A comprehensive toolbox of methods in trophic ecology","Nabil Majdi; Nicolas Hette‐Tronquart; Etienne Auclair; Alexandre Bec; Tiphaine Chouvelon; Bruno Cognie; Michael Danger; Priscilla Decottignies; Aurélie Dessier; Christian Desvilettes; Sophie Dubois; Christine Dupuy; Clémentine Fritsch; Cédric Gaucherel; Mickaël Hedde; Franck Jabot; Sébastien Lefebvre; Martin P. Marzloff; Benjamin Pey; Nathalie Peyrard; Thibaut Powolny; Régis Sabbadin; Élisa Thébault; Marie‐Elodie Perga","2018","10.1016/j.fooweb.2018.e00100","https://openalex.org/W2889967960","ROOT-10.1016/j.fooweb.2018.e00100","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0103","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Contrasting trait syndromes in angiosperms and conifers are associated with different responses of tree growth to temperature on a large scale","Jofre Carnicer; Adrià Barbeta; Dominik Sperlich; Marta Coll; Josep Peñuelas","2013","10.3389/fpls.2013.00409","https://openalex.org/W2039309954","ROOT-10.3389/fpls.2013.00409","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0104","PHASE2-SEARCH-0013","OpenAlex","2026-07-31","Reading the biomineralized book of life: expanding otolith biogeochemical research and applications for fisheries and ecosystem-based management","Patrick Reis‐Santos; Bronwyn M. Gillanders; Anna M. Sturrock; Christopher Izzo; Dion S. Oxman; Jessica A. Lueders‐Dumont; Karin Hüssy; Susanne E. Tanner; Troy A. Rogers; Zoë A. Doubleday; Allen H. Andrews; Clive N. Trueman; Deirdre Brophy; Jason D. Thiem; Lee J. Baumgartner; Malte Willmes; Ming‐Tsung Chung; Patrick Charapata; Rachel C. Johnson; Stephen J. Trumble; Yvette Heimbrand; Karin E. Limburg; Benjamin D. Walther","2022","10.1007/s11160-022-09720-z","https://openalex.org/W4290266775","ROOT-10.1007/s11160-022-09720-z","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0105","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Flux balance analysis of biological systems: applications and challenges","Karthik Raman; Nagasuma Chandra","2009","10.1093/bib/bbp011","https://openalex.org/W2078775934","ROOT-10.1093/bib/bbp011","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0106","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Reversible jump MCMC for multi-model inference in Metabolic Flux Analysis","Axel Theorell; Katharina Nöh","2019","10.1093/bioinformatics/btz500","https://openalex.org/W2958256899","ROOT-10.1093/bioinformatics/btz500","FULL_TEXT_INCLUDED","NA","LEVEL_1_LOAD_BEARING","P0031","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0107","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","A Method to Constrain Genome-Scale Models with 13C Labeling Data","Héctor García Martín; Vinay Kumar; Daniel Weaver; Amit Ghosh; Victor Chubukov; Aindrila Mukhopadhyay; Adam P. Arkin; Jay D. Keasling","2015","10.1371/journal.pcbi.1004363","https://openalex.org/W1911715606","ROOT-10.1371/journal.pcbi.1004363","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0108","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Rethinking 13C-metabolic flux analysis – The Bayesian way of flux inference","Axel Theorell; Johann F. Jadebeck; Wolfgang Wiechert; Johnjoe McFadden; Katharina Nöh","2024","10.1016/j.ymben.2024.03.005","https://openalex.org/W4393942099","ROOT-10.1016/j.ymben.2024.03.005","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0109","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Slow TCA flux and ATP production in primary solid tumours but not metastases","Caroline Bartman; Daniel Weilandt; Yihui Shen; Won Dong Lee; Yujiao Han; Tara TeSlaa; Connor S.R. Jankowski; Laith Z. Samarah; Noel R. Park; Victoria da Silva-Diz; Maya Aleksandrova; Yetiş Gültekin; A. Marishta; Lin Wang; Lifeng Yang; Asael Roichman; Vrushank Bhatt; Taijin Lan; Zhixian Hu; Xi Xing; Wenyun Lu; Shawn M. Davidson; Martin Wühr; Matthew G. Vander Heiden; Daniel Herranz; Jessie Yanxiang Guo; Yibin Kang; Joshua D. Rabinowitz","2023","10.1038/s41586-022-05661-6","https://openalex.org/W4318771331","ROOT-10.1038/s41586-022-05661-6","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0110","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Construction of feasible and accurate kinetic models of metabolism: A Bayesian approach","Pedro A. Saa; Lars K. Nielsen","2016","10.1038/srep29635","https://openalex.org/W2461742269","ROOT-10.1038/srep29635","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0111","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","optGpSampler: An Improved Tool for Uniformly Sampling the Solution-Space of Genome-Scale Metabolic Networks","Wout Megchelenbrink; Martijn A. Huynen; Elena Marchiori","2014","10.1371/journal.pone.0086587","https://openalex.org/W2011514820","ROOT-10.1371/journal.pone.0086587","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0112","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","One‐shot 13C15N‐metabolic flux analysis for simultaneous quantification of carbon and nitrogen flux","Khushboo Borah; Martin Beyß; Ye Xu; Jim Barber; Catia Costa; Jane Newcombe; Axel Theorell; Melanie J. Bailey; Dany J. V. Beste; Johnjoe McFadden; Katharina Nöh","2023","10.15252/msb.202211099","https://openalex.org/W4318219817","ROOT-10.15252/msb.202211099","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0113","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Systematic Construction of Kinetic Models from Genome-Scale Metabolic Networks","Natalie Stanford; Timo Lubitz; Kieran Smallbone; Edda Klipp; Pedro Mendes; Wolfram Liebermeister","2013","10.1371/journal.pone.0079195","https://openalex.org/W2000150815","ROOT-10.1371/journal.pone.0079195","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0114","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Modeling formalisms in Systems Biology","Daniel Machado; Rafael S. Costa; Miguel Rocha; Eugénio C. Ferreira; Bruce Tidor; Isabel Rocha","2011","10.1186/2191-0855-1-45","https://openalex.org/W2154601808","ROOT-10.1186/2191-0855-1-45","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0115","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Comprehensive assessment of measurement uncertainty in 13C-based metabolic flux experiments","Teresa Mairinger; Wolfhard Wegscheider; David A. Peña; Matthias G. Steiger; Gunda Koellensperger; Jürgen Zanghellini; Stephan Hann","2018","10.1007/s00216-018-1017-7","https://openalex.org/W2797301123","ROOT-10.1007/s00216-018-1017-7","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0116","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","From Escherichia coli mutant 13C labeling data to a core kinetic model: A kinetic model parameterization pipeline","Charles Foster; Saratram Gopalakrishnan; Maciek R. Antoniewicz; Costas D. Maranas","2019","10.1371/journal.pcbi.1007319","https://openalex.org/W2973177496","ROOT-10.1371/journal.pcbi.1007319","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0117","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Studying metabolic flux adaptations in cancer through integrated experimental-computational approaches","Shoval Lagziel; Won Dong Lee; Tomer Shlomi","2019","10.1186/s12915-019-0669-x","https://openalex.org/W2953548866","ROOT-10.1186/s12915-019-0669-x","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0118","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Global 13C tracing and metabolic flux analysis of intact human liver tissue ex vivo","Nina Grankvist; Cecilia Jönsson; Karin Hedin; Nicolas Sundqvist; Per Sandström; Bergþór Björnsson; Arjana Begzati; Evgeniya Mickols; Per Artursson; Mohit Jain; Gunnar Cedersund; Roland Nilsson","2024","10.1038/s42255-024-01119-3","https://openalex.org/W4402005243","ROOT-10.1038/s42255-024-01119-3","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0119","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Glucose production, gluconeogenesis, and hepatic tricarboxylic acid cycle fluxes measured by nuclear magnetic resonance analysis of a single glucose derivative","Eunsook S. Jin; John G. Jones; Matthew E. Merritt; Shawn C. Burgess; Craig R. Malloy; A. Dean Sherry","2004","10.1016/j.ab.2003.12.036","https://openalex.org/W2005500623","ROOT-10.1016/j.ab.2003.12.036","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0120","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Framework for network modularization and Bayesian network analysis to investigate the perturbed metabolic network","Hyun Uk Kim; Tae Yong Kim; Sang Yup Lee","2011","10.1186/1752-0509-5-s2-s14","https://openalex.org/W2133150343","ROOT-10.1186/1752-0509-5-s2-s14","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0121","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","From correlation to causation: analysis of metabolomics data using systems biology approaches","Antonio Rosato; Leonardo Tenori; Marta Cascante; Pedro de Atauri; Vítor A. P. Martins dos Santos; Edoardo Saccenti","2018","10.1007/s11306-018-1335-y","https://openalex.org/W2794105678","ROOT-10.1007/s11306-018-1335-y","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0122","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Distinct choline metabolic profiles are associated with differences in gene expression for basal-like and luminal-like breast cancer xenograft models","Siver Andreas Moestue; Eldrid Borgan; Else Marie Huuse; Evita M. Lindholm; Beathe Sitter; Anne‐Lise Børresen‐Dale; Olav Engebraaten; Gunhild M. Mælandsmo; Ingrid S. Gribbestad","2010","10.1186/1471-2407-10-433","https://openalex.org/W2108560895","ROOT-10.1186/1471-2407-10-433","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0123","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Genome-scale modeling enables metabolic engineering of <i>Saccharomyces cerevisiae</i> for succinic acid production","Rasmus Ågren; José M. Otero; Jens Nielsen","2013","10.1007/s10295-013-1269-3","https://openalex.org/W2034788651","ROOT-10.1007/s10295-013-1269-3","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0124","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Probabilistic thermodynamic analysis of metabolic networks","Mattia G. Gollub; Hans‐Michael Kaltenbach; Jörg Stelling","2021","10.1093/bioinformatics/btab194","https://openalex.org/W3138245369","ROOT-10.1093/bioinformatics/btab194","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0125","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","BayFlux: A Bayesian method to quantify metabolic Fluxes and their uncertainty at the genome scale","Tyler W. H. Backman; Christina Schenk; Tijana Radivojević; David Ando; Jahnavi Singh; Jeffrey J. Czajka; Zak Costello; Jay D. Keasling; Yinjie Tang; Elena Akhmatskaya; Héctor García Martín","2023","10.1371/journal.pcbi.1011111","https://openalex.org/W4388562984","ROOT-10.1371/journal.pcbi.1011111","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0126","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Estimating Relative Changes of Metabolic Fluxes","Lei Huang; Dong-Sung Kim; Xiaojing Liu; Christopher R. Myers; Jason W. Locasale","2014","10.1371/journal.pcbi.1003958","https://openalex.org/W1981505595","ROOT-10.1371/journal.pcbi.1003958","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0127","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Integrating molecular markers into metabolic models improves genomic selection for Arabidopsis growth","Hao Tong; Anika Küken; Zoran Nikoloski","2020","10.1038/s41467-020-16279-5","https://openalex.org/W3025929261","ROOT-10.1038/s41467-020-16279-5","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0128","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Yeast metabolic innovations emerged via expanded metabolic network and gene positive selection","Hongzhong Lu; Feiran Li; Le Yuan; Iván Domenzain; Rosemary Yu; Hao Wang; Gang Li; Yu Chen; Boyang Ji; Eduard J. Kerkhoven; Jens Nielsen","2021","10.15252/msb.202110427","https://openalex.org/W3206238391","ROOT-10.15252/msb.202110427","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0129","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Reviews and syntheses: Four decades of modeling methane cycling in terrestrial ecosystems","Xiaofeng Xu; Fengming Yuan; Paul J. Hanson; Stan D. Wullschleger; Peter Thornton; W. J. Riley; Song Xia; David E. Graham; Changchun Song; Hanqin Tian","2016","10.5194/bg-13-3735-2016","https://openalex.org/W2258200532","ROOT-10.5194/bg-13-3735-2016","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0130","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","A system of metrics for the assessment and improvement of aquatic ecosystem models","Matthew R. Hipsey; Gideon Gal; George B. Arhonditsis; Cayelan C. Carey; J. Alex Elliott; Marieke A. Frassl; Jan H. Janse; L. de Mora; Barbara Robson","2020","10.1016/j.envsoft.2020.104697","https://openalex.org/W3011281671","ROOT-10.1016/j.envsoft.2020.104697","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0131","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Metabolic changes associated with methionine stress sensitivity in MDA-MB-468 breast cancer cells","Stacey L. Borrego; Johannes F. Fahrmann; Rupsa Datta; Chiara Stringari; Dmitry Grapov; Michael Zeller; Yumay Chen; Ping Wang; Pierre Baldi; Enrico Gratton; Oliver Fiehn; Peter Kaiser","2016","10.1186/s40170-016-0148-6","https://openalex.org/W2338199987","ROOT-10.1186/s40170-016-0148-6","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0132","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","An analytic approximation of the feasible space of metabolic networks","Alfredo Braunstein; Anna Paola Muntoni; Andrea Pagnani","2017","10.1038/ncomms14915","https://openalex.org/W2589558544","ROOT-10.1038/ncomms14915","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0133","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Model-driven analysis of experimentally determined growth phenotypes for 465 yeast gene deletion mutants under 16 different conditions","Evan S. Snitkin; Aimée M. Dudley; Daniel M. Janse; K.K. Wong; George M. Church; Daniel Segrè","2008","10.1186/gb-2008-9-9-r140","https://openalex.org/W2106104636","ROOT-10.1186/gb-2008-9-9-r140","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0134","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Metabolic and Transcriptional Analysis of Acid Stress in Lactococcus lactis, with a Focus on the Kinetics of Lactic Acid Pools","Ana L. Carvalho; David L. Turner; Luís L. Fonseca; Ana Solopova; Teresa Catarino; Oscar P. Kuipers; Eberhard O. Voit; Ana Rute Neves; Helena Santos","2013","10.1371/journal.pone.0068470","https://openalex.org/W2007531819","ROOT-10.1371/journal.pone.0068470","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0135","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","A pathogen-specific isotope tracing approach reveals metabolic activities and fluxes of intracellular Salmonella","Karin Mitosch; Martin Beyß; Prasad Phapale; Bernhard Drotleff; Katharina Nöh; Theodore Alexandrov; Kiran Raosaheb Patil; Athanasios Typas","2023","10.1371/journal.pbio.3002198","https://openalex.org/W4385971524","ROOT-10.1371/journal.pbio.3002198","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0136","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Bayesian 13C-Metabolic Flux Analysis of Parallel Tracer Experiments in Granulocytes: A Directional Shift within the Non-Oxidative Pentose Phosphate Pathway Supports Phagocytosis","Melanie Hogg; Eva-Maria Wolfschmitt; Ulrich Wachter; Fabian Zink; Peter Radermacher; J. Vogt","2023","10.3390/metabo14010024","https://openalex.org/W4390404716","ROOT-10.3390/metabo14010024","TITLE_ABSTRACT_INCLUDED","NA","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0137","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Bayesian modeling reveals metabolite‐dependent ultrasensitivity in the cyanobacterial circadian clock","Lu Hong; Danylo Lavrentovich; Archana G. Chavan; Eugene Leypunskiy; Eileen Li; Charles H. Matthews; Andy LiWang; Michael J. Rust; Aaron R. Dinner","2020","10.15252/msb.20199355","https://openalex.org/W3032215097","ROOT-10.15252/msb.20199355","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0138","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","Metabolic network discovery through reverse engineering of metabolome data","Tunahan Çakır; Margriet M. W. B. Hendriks; Johan A. Westerhuis; Age K. Smilde","2009","10.1007/s11306-009-0156-4","https://openalex.org/W2104828064","ROOT-10.1007/s11306-009-0156-4","TITLE_ABSTRACT_EXCLUDED","OUTSIDE_METABOLIC_MODEL_DISCRIMINATION_SCOPE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
"ROOT-D0139","PHASE2-SEARCH-0014","OpenAlex","2026-07-31","An objective function exploiting suboptimal solutions in metabolic networks","Edwin H. Wintermute; Tami D. Lieberman; Pamela A. Silver","2013","10.1186/1752-0509-7-98","https://openalex.org/W1964754685","ROOT-10.1186/1752-0509-7-98","DUPLICATE","DUPLICATE_OF_EARLIER_PHASE2_OCCURRENCE","LEVEL_3_DISCOVERY_ONLY","","Prospective root workstream screening; only the preserved result page was screened."
