"workstream_record_id","query_id","search_source","search_date","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_level","final_corpus_id","raw_result_file","notes"
"C0342","PHASE2-SEARCH-0034","Crossref","2026-07-31","Best Arm Identification with Fixed Budget: A Large Deviation Perspective","Po-An Wang; Ruo-Chun Tzeng; Alexandre Proutiere","2023","10.52202/075280-0735","10.52202/075280-0735","C-DUP-0321","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0343","PHASE2-SEARCH-0034","Crossref","2026-07-31","Fixed-Budget Best-Arm Identification in Structured Bandits","MohammadJavad Azizi; Branislav Kveton; Mohammad Ghavamzadeh","2022","10.24963/ijcai.2022/388","10.24963/ijcai.2022/388","C-DUP-0322","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0344","PHASE2-SEARCH-0034","Crossref","2026-07-31","Sample Complexity Lower Bounds for Linear System Identification","Yassir Jedra; Alexandre Proutiere","2019","10.1109/cdc40024.2019.9029303","10.1109/cdc40024.2019.9029303","C-DUP-0323","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0345","PHASE2-SEARCH-0034","Crossref","2026-07-31","The best lower bound for Jensen's inequality with three fixed ordered variables","Vasile Cirtoaje","2013","10.15352/bjma/1358864553","10.15352/bjma/1358864553","C-DUP-0324","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0346","PHASE2-SEARCH-0034","Crossref","2026-07-31","Representative Arm Identification: A fixed confidence approach to identify cluster representatives","Sarvesh Gharat; Aniket Yadav; Nikhil Karamchandani; Jayakrishnan Nair","2025","10.1109/icassp49660.2025.10890622","10.1109/icassp49660.2025.10890622","C-DUP-0325","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0347","PHASE2-SEARCH-0034","Crossref","2026-07-31","Fixed Budget Bayesian Best Arm Identification in Unimodal Bandits","Debamita Ghosh; Manjesh Kumar Hanawal; Nikola Zlatanov","2025","10.1109/comsnets63942.2025.10885731","10.1109/comsnets63942.2025.10885731","C-DUP-0326","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0348","PHASE2-SEARCH-0034","Crossref","2026-07-31","An Algorithm for Fixed Budget Best Arm Identification With Combinatorial Exploration","Siddhartha Parupudi; Gourab Ghatak","2026","10.1109/tsp.2026.3655839","10.1109/tsp.2026.3655839","C-DUP-0327","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0349","PHASE2-SEARCH-0034","Crossref","2026-07-31","The best lower bound of sample correlation with ordered restriction","Tea-Yuan Hwang; Chin-Yuan Hu","1994","10.1016/0167-7152(94)90123-6","10.1016/0167-7152(94)90123-6","C-DUP-0328","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0350","PHASE2-SEARCH-0034","Crossref","2026-07-31","Linear Streaming Bandit: Regret Minimization and Fixed-Budget Epsilon-Best Arm Identification","Yuming Shao; Zhixuan Fang","2025","10.1609/aaai.v39i19.34242","10.1609/aaai.v39i19.34242","C-DUP-0329","TITLE_ABSTRACT_INCLUDED","","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0034_crossref.json"
"C0351","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Optimal experimental design and some related control problems","Luc Pronzato","2007","10.1016/j.automatica.2007.05.016","https://openalex.org/W2124293649","C-DUP-0005","DUPLICATE","Duplicate DOI or normalized title of an earlier Phase 2 record.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0352","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Reporting animal research: Explanation and elaboration for the ARRIVE guidelines 2.0","Nathalie Percie du Sert; Amrita Ahluwalia; Sabina Alam; Marc T. Avey; Monya Baker; William J. Browne; Alejandra Clark; Innes C. Cuthill; Ulrich Dirnagl; Michael Emerson; Paul Garner; Stephen T. Holgate; David W. Howells; Viki Hurst; Natasha A. Karp; Stanley E. Lazic; Katie Lidster; Catriona MacCallum; Malcolm Macleod; Esther J. Pearl; Ole H. Petersen; Frances Rawle; Penny S. Reynolds; Kieron Rooney; Emily S. Sena; Shai D. Silberberg; Thomas Steckler; Hanno Würbel","2020","10.1371/journal.pbio.3000411","https://openalex.org/W3043135743","C-DUP-0330","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0353","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Deep learning modelling techniques: current progress, applications, advantages, and challenges","Shams Forruque Ahmed; Md. Sakib Bin Alam; Maruf Hassan; Mahtabin Rodela Rozbu; Taoseef Ishtiak; Nazifa Rafa; M. Mofijur; A. B. M. Shawkat Ali; Amir H. Gandomi","2023","10.1007/s10462-023-10466-8","https://openalex.org/W4366091323","C-DUP-0331","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0354","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Applying the Model-Comparison Approach to Test Specific Research Hypotheses in Psychophysical Research Using the Palamedes Toolbox","Nicolaas Prins; Frederick A. A. Kingdom","2018","10.3389/fpsyg.2018.01250","https://openalex.org/W2810425927","C-DUP-0332","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0355","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Heuristic Decision Making","Gerd Gigerenzer; Wolfgang Gaissmaier","2010","10.1146/annurev-psych-120709-145346","https://openalex.org/W2096016260","C-DUP-0333","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0356","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Bias in the Brain: A Diffusion Model Analysis of Prior Probability and Potential Payoff","Martijn J. Mulder; Eric‐Jan Wagenmakers; Roger Ratcliff; Wouter Boekel; Birte U. Forstmann","2012","10.1523/jneurosci.4156-11.2012","https://openalex.org/W2067894784","C-DUP-0334","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0357","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Optimizing Experimental Design for Comparing Models of Brain Function","Jean Daunizeau; Kerstin Preuschoff; Karl Friston; Klaas Ε. Stephan","2011","10.1371/journal.pcbi.1002280","https://openalex.org/W2006235854","C-DUP-0335","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0358","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","The speed-accuracy tradeoff: history, physiology, methodology, and behavior","Richard P. Heitz","2014","10.3389/fnins.2014.00150","https://openalex.org/W2108748822","C-DUP-0336","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0359","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Recent Developments in the Econometrics of Program Evaluation","Guido W. Imbens; Jeffrey M. Wooldridge","2009","10.1257/jel.47.1.5","https://openalex.org/W3121385028","C-DUP-0337","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0360","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Geometric perspective on quantum parameter estimation","Jasminder S. Sidhu; Pieter Kok","2020","10.1116/1.5119961","https://openalex.org/W3006095918","C-DUP-0338","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0361","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","What is a statistical model?","Peter McCullagh","2002","10.1214/aos/1035844977","https://openalex.org/W2049954094","C-DUP-0339","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0362","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Markov chain Monte Carlo simulation using the DREAM software package: Theory, concepts, and MATLAB implementation","Jasper A. Vrugt","2015","10.1016/j.envsoft.2015.08.013","https://openalex.org/W2173126837","C-DUP-0340","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0363","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Audiovisual Synchrony Improves Motion Discrimination via Enhanced Connectivity between Early Visual and Auditory Areas","Richard F. Lewis; Uta Noppeney","2010","10.1523/jneurosci.5745-09.2010","https://openalex.org/W1995154163","C-DUP-0341","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0364","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Field Experiments","Glenn W. Harrison; John A. List","2004","10.1257/0022051043004577","https://openalex.org/W4251446432","C-DUP-0342","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0365","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Estimating across-trial variability parameters of the Diffusion Decision Model: Expert advice and recommendations","Udo Boehm; Jeffrey Annis; Michael J. Frank; Guy E. Hawkins; Andrew Heathcote; David Kellen; Angelos‐Miltiadis Krypotos; Veronika Lerche; Gordon D. Logan; Thomas J. Palmeri; Don van Ravenzwaaij; Mathieu Servant; Henrik Singmann; Jeffrey J. Starns; Andreas Voß; Thomas V. Wiecki; Dóra Matzke; Eric‐Jan Wagenmakers","2018","10.1016/j.jmp.2018.09.004","https://openalex.org/W2809093444","C-DUP-0343","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0366","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Deep Neural Networks Rival the Representation of Primate IT Cortex for Core Visual Object Recognition","Charles F. Cadieu; Ha Hong; Daniel Yamins; Nicolas Pinto; Diego Ardila; Ethan A. Solomon; Najib J. Majaj; James J. DiCarlo","2014","10.1371/journal.pcbi.1003963","https://openalex.org/W2166206801","C-DUP-0344","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0367","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","The heart rate discrimination task: A psychophysical method to estimate the accuracy and precision of interoceptive beliefs","Nicolas Legrand; Niia Nikolova; Camile Correa; Malthe Brændholt; Anna Stuckert; Nanna Kildahl; Melina Vejlø; Francesca Fardo; Micah Allen","2021","10.1016/j.biopsycho.2021.108239","https://openalex.org/W4226030869","C-DUP-0345","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0368","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Optimal experimental design for parameter identification and model selection","René Schenkendorf","2014","10.25673/4085","https://openalex.org/W41348556","C-DUP-0346","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0369","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Vigor in the Face of Fluctuating Rates of Reward: An Experimental Examination","Marc Guitart‐Masip; Ulrik Beierholm; Raymond J. Dolan; Emrah Düzel; Peter Dayan","2011","10.1162/jocn_a_00090","https://openalex.org/W2130086055","C-DUP-0347","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0370","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Physical constraints and functional characteristics of transcription factor–DNA interaction","Ulrich Gerland; J. David Moroz; Terence Hwa","2002","10.1073/pnas.192693599","https://openalex.org/W2082682118","C-DUP-0348","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0371","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","What Is Stochastic Resonance? Definitions, Misconceptions, Debates, and Its Relevance to Biology","Mark D. McDonnell; Derek Abbott","2009","10.1371/journal.pcbi.1000348","https://openalex.org/W2141969391","C-DUP-0349","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0372","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Optimal speed estimation in natural image movies predicts human performance","Johannes Burge; Wilson S. Geisler","2015","10.1038/ncomms8900","https://openalex.org/W2265586815","C-DUP-0350","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0373","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Optimal disparity estimation in natural stereo images","Johannes Burge; Wilson S. Geisler","2014","10.1167/14.2.1","https://openalex.org/W1989478029","C-DUP-0351","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0374","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Extended discrete choice models : integrated framework, flexible error structures, and latent variables","Joan L. Walker","2001","https://openalex.org/W2137734108","https://openalex.org/W2137734108","C-DUP-0352","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0375","PHASE2-SEARCH-0035","OpenAlex","2026-07-31","Mathematical modeling of water quality : streams, lakes, and reservoirs","Gerald T. Orlob","1983","https://openalex.org/W585871537","https://openalex.org/W585871537","C-DUP-0353","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0035_openalex.json"
"C0376","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","A Review of Vibration-based Structural Health Monitoring with Special Emphasis on Composite Materials","Diogo Montalvão","2006","10.1177/0583102406065898","https://openalex.org/W2103289165","C-DUP-0354","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0377","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Testing the nature of dark compact objects: a status report","Vitor Cardoso; Paolo Pani","2019","10.1007/s41114-019-0020-4","https://openalex.org/W2935705955","C-DUP-0355","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0378","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Modeling the electrical resistivity of polymer composites with segregated structures","Sung Hoon Park; Jinyoung Hwang; Gyeong-Su Park; Ji‐Hwan Ha; Minsu Zhang; Dongearn Kim; Dong‐Jin Yun; Sang-Eui Lee; Sang Hyun Lee; Sang Hyun Lee; Sang Hyun Lee","2019","10.1038/s41467-019-10514-4","https://openalex.org/W2948043765","C-DUP-0356","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0379","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Multiscale Testing of Qualitative Hypotheses","Lutz Dümbgen; Vladimir Spokoiny","2001","10.1214/aos/996986504","https://openalex.org/W1972902995","C-DUP-0094","DUPLICATE","Duplicate DOI or normalized title of an earlier Phase 2 record.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0380","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Broken detailed balance and non-equilibrium dynamics in living systems: a review","F S Gnesotto; F Mura; J Gladrow; C P Broedersz","2018","10.1088/1361-6633/aab3ed","https://openalex.org/W2763081500","C-DUP-0357","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0381","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Nonlinear Mechanical and Actuation Characterization of Piezoceramic Fiber Composites","Robert Brett Williams","1999","https://openalex.org/W145041419","https://openalex.org/W145041419","C-DUP-0358","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0382","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Rainfall Estimation with an Operational Polarimetric C-Band Radar in the United Kingdom: Comparison with a Gauge Network and Error Analysis","V. N. Bringi; Miguel A. Rico‐Ramirez; Merhala Thurai","2011","10.1175/jhm-d-10-05013.1","https://openalex.org/W2053229579","C-DUP-0359","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0383","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Applications of Distributed-Order Fractional Operators: A Review","Wei Ding; Sansit Patnaik; Sai Sidhardh; Fabio Semperlotti","2021","10.3390/e23010110","https://openalex.org/W3118822988","C-DUP-0360","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0384","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Voltage Coordination in Multi-Area Power Systems via Distributed Model Predictive Control","Mohammad Moradzadeh; René Boel; Lieven Vandevelde","2012","10.1109/tpwrs.2012.2197028","https://openalex.org/W2063710378","C-DUP-0361","TITLE_ABSTRACT_EXCLUDED","Not directly relevant to adjacent model-discrimination or decision-theory transfer after title/metadata screening.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
"C0385","PHASE2-SEARCH-0061","OpenAlex","2026-07-31","Optimal Design for Degradation Tests Based on Gamma Processes With Random Effects","Chih‐Chun Tsai; Sheng‐Tsaing Tseng; N. Balakrishnan","2012","10.1109/tr.2012.2194351","https://openalex.org/W2069719474","C-DUP-0188","DUPLICATE","Duplicate DOI or normalized title of an earlier Phase 2 record.","LEVEL_3_DISCOVERY_ONLY","","audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json","Prospective Workstream C occurrence; raw snapshot: audit/phase2_raw_search_results/C/PHASE2-SEARCH-0061_openalex.json"
